Census Tract,Total Population,California County,ZIP,Approximate Location,CES 4.0 Score,Pollution Burden Score,Asthma,Low Birth Weight,Cardiovascular Disease,Education,Unemployment,Housing Burden,Pop. Char. Score,PovertyRate,lapophalfshare,lalowihalfshare,lapop1share,lalowi1share,Children < 10 years (%),Pop 10-64 years (%),Elderly > 64 years (%),Hispanic (%),White (%),African American (%),Native American (%),Asian American (%),Other/Multiple (%),Urban,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,LATractsVehicle_20,CVD Risk Level
6067008127,5091,Sacramento ,95621,Citrus Heights,19.5,3.99,63.4,3.67,18.2,7.9,5.1,14,4.91,9.4,33.1,8.27,,,14.9,74.09,10.9,19.3,72.3,0.33,0.79,4.54,2.65,1,0,0,0,0,0,0,0,Very High
6073008356,4028,San Diego,92126,San Diego,12.7,2.6,35.03,5.72,10.1,11,5.4,15,4.91,7.6,50.1,8.79,,,13.4,77.09,9.51,17,35.8,7.72,0,38.4,0.97,1,0,0,0,0,0,0,0,Moderate
6111004200,5797,Ventura ,93041,Port Hueneme,25.5,5.21,52.26,4.83,12.2,23,3.3,13,4.91,8.5,87.6,21.8,,,12.8,77.37,9.83,75.2,17.5,1.66,0,3.8,1.74,1,0,0,0,0,0,0,0,Moderate
6037408303,4183,Los Angeles,90601,Avocado Heights,34.9,7.11,38.09,3.96,14,15,11,12,4.91,5.8,49.5,14.2,0.27,0.08,7.32,72.17,20.5,67.4,13.5,1.22,0,17.8,0,1,0,0,0,0,0,0,0,High
6065042708,5149,Riverside ,92586,Menifee,18.5,3.78,48.02,2.05,17.4,12,8.6,16,4.91,8,52.5,14.4,,,15.5,76.46,8.02,40,49.9,2.08,0,6.57,1.38,1,0,0,0,0,0,0,0,Very High
6037108202,7487,Los Angeles,91326,Los Angeles,22.6,4.6,24.41,5.79,12.4,6.8,5.2,21,4.92,4.4,80.8,8.76,34.68,3.76,14.5,64.35,21,6.75,33.1,7.85,0.45,47.6,4.17,1,0,0,0,0,0,0,0,Moderate
6099000504,8852,Stanislaus ,95356,Modesto,23.1,4.71,53.55,5.51,13.4,6.7,3.8,16,4.92,8.6,45.2,12.2,1.84,0.51,11.8,70.47,17.7,28,46.8,3.49,0.18,16.2,5.15,1,0,0,0,0,0,0,0,High
6037109300,2962,Los Angeles,91344,Los Angeles,30.3,6.16,52.54,3.11,13.5,8.9,8.8,16,4.92,6.5,99.3,19.3,4.52,0.71,8.17,74.98,16.8,43.7,35.5,0.88,0,16.9,2.77,1,0,0,0,0,0,0,0,High
6001442800,2952,Alameda ,94538,Fremont,21.7,4.41,42.72,7.05,12.3,10,4.4,9.9,4.93,3.8,10.4,0.93,,,9.01,74.29,16.7,16.7,30.8,1.46,0.14,46.5,4.34,1,0,0,0,0,0,0,0,Moderate
6065043820,4870,Riverside ,92223,Beaumont,21.4,4.35,52.77,4.51,19.3,8.7,2.3,19,4.93,7.7,69,14.3,18.81,3.91,14.3,64.99,20.7,34,36,14.1,0,11.8,3.96,1,0,0,0,0,0,0,0,Very High
6037405701,3862,Los Angeles,91722,Vincent,24.3,4.93,52.36,5.64,14,17,2.9,13,4.93,0.4,99.4,14.2,6.76,0.35,11.9,79.83,8.21,69,14.7,0,0,15.3,0.93,1,0,0,0,0,0,0,0,High
6037188300,3800,Los Angeles,90039,Los Angeles,39.6,8.04,45.8,5.71,9.99,11,9.2,11,4.93,7.5,80.9,7.68,,,11.4,72.74,15.7,29.5,35.1,0.34,3.32,26.5,5.08,1,0,0,0,0,0,0,0,Moderate
6109005201,2170,Tuolumne ,95327,Unincorporated Tuolumne County area,22.6,4.59,62.44,4.69,13.9,13,6.7,11,4.93,7.1,95.1,23,86.67,21.53,9.49,70.18,20.3,15.9,72.4,6.5,0.18,1.15,3.82,0,0,0,0,0,0,0,0,High
6037404600,1394,Los Angeles,91706,Irwindale,45.9,9.31,48.55,4.41,10.8,22,7.7,14,4.93,8.8,96.4,31,25.59,7.41,13.2,71.31,15.4,90.3,8.46,0,0,0.65,0.57,1,0,1,0,0,0,1,0,Moderate
6019004213,3324,Fresno ,93711,Fresno,21.1,4.28,50.66,5.96,8.99,10,12,11,4.93,6.3,86.4,25,1.82,0.76,13,72.29,14.6,41.8,47.7,0.96,1.87,4.78,2.83,1,0,0,0,0,0,0,0,Mild
6037406412,2123,Los Angeles,91791,West Covina,27.5,5.59,45.89,3.75,14.1,12,5.4,17,4.94,5,95.5,16.3,,,9.51,69.01,21.4,50.4,21.6,1.65,0,25.4,0.85,1,0,0,0,0,0,0,0,High
6071002306,4079,San Bernardino,92376,Rialto,32.2,6.53,33.45,4.85,12.4,16,13,11,4.94,8.9,99.8,21.6,18.87,2.97,10.9,80.66,8.36,73.2,9.29,10.5,0.02,5.66,1.25,1,0,0,0,0,0,0,0,Moderate
6065043222,5029,Riverside ,92592,Temecula,23.9,4.85,27.33,5.18,16.2,5.8,9.6,17,4.94,8.6,86.6,24.7,19.88,6.14,10.6,72.28,17,20.2,61.9,0.72,0,9.51,7.6,1,0,0,0,0,0,0,0,High
6037124000,5219,Los Angeles,91607,Los Angeles,27.3,5.54,40.05,3.66,17.4,11,7.1,18,4.94,6.7,,,,,13.8,69.63,16.5,13.9,72.7,2.28,0,5.23,5.84,1,0,0,0,0,0,0,0,Very High
6071002037,7949,San Bernardino,92336,Fontana,26.8,5.43,29.72,6.19,13.8,15,4.4,15,4.95,4.6,98.1,16.6,20.66,2.32,11.7,77.91,10.3,51.5,11.7,19,1.66,12.4,3.47,1,0,0,0,0,0,0,0,High
6037106111,4191,Los Angeles,91342,Los Angeles,18,3.66,54.8,6.34,11.7,16,1.9,17,4.95,7.7,100,23.5,98.58,23.16,11.4,73.82,14.7,56.7,27.1,4.41,0.52,10,1.15,1,0,0,0,0,0,0,0,Moderate
6083002809,5229,Santa Barbara,93436,Unincorporated Santa Barbara County area,19.4,3.94,45.86,5.32,14.6,13,8.1,8.9,4.95,6.2,100,26.5,97.56,26.4,10.2,75.22,14.5,38.8,50.9,3.04,0.78,3.79,2.66,0,0,0,0,0,0,0,0,High
6037401603,2951,Los Angeles,91750,La Verne,32.2,6.52,41.89,6.6,14.3,10,4.5,12,4.95,6.1,38.6,9.04,,,9.83,54.42,35.7,35.6,53.5,4.13,0,5.39,1.29,1,0,0,0,0,0,0,0,High
6037141101,4674,Los Angeles,91423,Los Angeles,32,6.48,31.83,5.88,17.1,2.2,4.4,28,4.95,9.3,85.5,18.8,,,17.1,74.15,8.69,14.7,61.2,14.8,0,5.58,3.55,1,0,0,0,0,1,0,1,Very High
6037113212,3494,Los Angeles,91311,Los Angeles,22.9,4.64,54.03,4.62,17.2,10,4.2,14,4.95,9.3,13.9,1.07,,,10.1,71.55,18.3,29.6,37.3,3.75,0.23,25.9,3.09,1,0,0,0,0,0,0,0,Very High
6065042726,9300,Riverside ,92585,Winchester,19.5,3.94,31.91,4.85,15.2,18,6.2,14,4.95,9.4,100,25.7,100,25.79,16.1,72.67,11.1,45.5,34.1,7.81,0.47,7.65,4.44,0,0,0,0,0,0,0,0,High
6085504412,4873,Santa Clara,95035,Milpitas,21.3,4.3,29.3,6.97,11.5,16,3.6,13,4.95,1.9,45.9,8.61,,,11.2,77.47,11.3,20.5,13,0.72,0,62.2,3.47,1,0,1,0,0,0,1,0,Moderate
6001403600,5570,Alameda ,94610,Oakland,25.5,5.16,45.7,6.99,9.39,7.2,5.3,15,4.96,5.5,,,,,9.41,80.48,10.1,13.9,29.3,41.2,0.23,9.37,5.91,1,0,0,0,0,0,1,0,Mild
6067007103,3869,Sacramento ,95835,Sacramento,12.8,2.59,51.03,6.14,18,5.2,2.7,12,4.96,3.4,69,9.39,,,16,78.44,5.48,12.7,34.5,15,1.19,29.3,7.13,1,0,0,0,0,0,0,0,Very High
6001432100,3574,Alameda ,94577,San Leandro,21.6,4.37,76.2,4.63,13.6,6.2,6.5,17,4.96,4.5,11,1.75,,,9.57,72.02,18.4,17.8,45.1,11.5,0,20.3,5.12,1,0,0,0,0,0,0,0,High
6065043256,3783,Riverside ,92592,Temecula,16.5,3.33,32.95,4.14,19.7,10,8.7,7.1,4.96,2.9,43.1,9.6,,,11.8,80.78,7.38,35,36.6,10.4,0.26,14.2,3.33,1,0,0,0,0,0,0,0,Very High
6071008704,8118,San Bernardino,92399,Yucaipa,27.1,5.48,38.7,6.16,16.3,9.7,3.7,14,4.96,7.7,75,25.9,30.21,11.75,12.4,74.46,13,33.9,59.6,0.42,0.52,4.57,0.92,1,0,0,0,0,0,0,0,High
6037461400,3119,Los Angeles,91104,Pasadena,22.9,4.63,43.23,5.02,11.5,13,1.5,22,4.96,9.8,46.3,13.9,,,12.1,71.88,15.9,30.9,47.3,5.1,0,8.02,8.56,1,0,0,0,0,0,0,0,Moderate
6037297500,4707,Los Angeles,90731,Los Angeles,26.3,5.31,90.77,5.31,13,4.6,3,14,4.97,7.5,75.7,8.62,3.52,0.22,4.97,73.34,21.6,32.1,56,3.08,0,4.82,3.93,1,0,0,0,0,1,0,1,High
6067007017,3309,Sacramento ,95833,Unincorporated Sacramento County area,25.6,5.15,65.03,5.59,15.2,4.2,3.6,14,4.97,9.6,99.8,17.8,81.34,14.72,17.3,73.07,9.61,30.1,29.9,15.5,0,20.2,4.08,1,0,0,0,0,0,0,0,High
6001442302,6366,Alameda ,94538,Fremont,16.9,3.42,50.12,4.63,14.9,6.8,3,13,4.97,8.3,0,0,,,14.5,73.88,11.5,11.3,17.2,5.01,0.36,60.3,5.72,1,0,0,0,0,0,1,0,High
6037106642,2961,Los Angeles,91344,Los Angeles,26.8,5.39,52.54,6.67,13.5,5,4.9,8.5,4.98,5.5,88.6,9.66,27.34,2.79,11.3,66.8,21.8,23.4,53.1,5.74,0,11.4,6.28,1,0,0,0,0,0,0,0,High
6037554511,4140,Los Angeles,90703,Cerritos,34.7,6.99,38.96,6.67,11.4,8.9,5.2,10,4.98,3.4,42.7,6.41,0,0,8.79,71.16,20,12.6,12.9,5.17,0,65.1,4.06,1,0,0,0,0,0,0,0,Moderate
6081600401,3115,San Mateo,94014,Daly City,12.5,2.53,53.9,5.56,11.5,19,1.6,13,4.98,5,15.6,1.15,,,10.5,68.15,21.3,14,11.2,1.8,0,66.5,6.36,1,0,0,0,0,0,0,0,Moderate
6001442400,6822,Alameda ,94538,Fremont,19.5,3.93,50.12,6.89,14.9,11,0.9,8.1,4.98,7,47.1,7.69,,,8.46,80.46,11,24.7,20.6,4.09,0.21,48.9,1.39,1,0,0,0,0,0,0,0,High
6081610800,4871,San Mateo,94061,Redwood City,20.9,4.21,42.68,4.42,8.2,25,1.5,24,4.98,9.6,,,,,15.2,76,8.7,58.9,26.2,3.35,0,8.79,2.73,1,0,0,0,0,0,1,0,Mild
6037137201,6029,Los Angeles,91367,Los Angeles,31.9,6.41,33.36,5.67,13.1,8.8,NA,20,4.98,8,42,6.69,,,9.16,80.21,10.6,19.5,55.3,5.03,0,14.4,5.66,1,0,0,0,0,1,0,1,High
6019006300,7507,Fresno ,93654,Unincorporated Fresno County area,33,6.63,64.71,4.81,16.3,15,3.7,12,4.98,9,99.5,29,65.93,17.87,16.6,68.62,14.7,43.8,44.6,0.44,0.01,6.37,4.68,0,0,0,0,0,0,0,0,High
6037405500,6596,Los Angeles,91790,West Covina,29.2,5.87,54.71,3.93,12.2,15,4.7,13,4.98,5.5,78.4,23.2,10.74,2.59,15.7,70.95,13.3,61.8,13.7,0.77,0.91,21.3,1.41,1,0,0,0,0,0,0,0,Moderate
6111008201,4843,Ventura ,93063,Simi Valley,25.5,5.12,48.64,5.31,14.2,5.6,5.5,18,4.99,8.8,16.9,1.63,,,13.5,72.1,14.3,17.9,61.9,0.76,0,16.4,2.85,1,0,0,0,0,0,0,0,High
6037920332,2438,Los Angeles,91321,Santa Clarita,23.9,4.8,46.47,5.98,12.7,7.5,6.8,14,4.99,3.7,100,13.7,85.65,12.05,5.37,84.09,10.5,25.1,64.9,0.49,0.53,4.68,4.27,1,0,0,0,0,0,0,0,High
6097151306,3841,Sonoma ,94928,Rohnert Park,11.6,2.33,49.16,5.86,15.1,3.8,3.4,18,4.99,7.4,83.8,18.9,0.82,0.09,11.2,70.89,17.8,23.2,64.2,1.69,0,6.64,4.24,1,0,0,0,0,0,0,0,High
6001440336,4437,Alameda ,94587,Union City,20.7,4.16,56.08,5.54,15.1,8,3.4,12,4.99,6.1,12.6,0.75,,,10.4,73.88,15.7,18.3,18.1,8.72,0.63,50.7,3.38,1,0,0,0,0,0,0,0,High
6037430901,4517,Los Angeles,91016,Monrovia,37.3,7.47,48.78,3.52,11.3,11,7.1,20,4.99,9.3,,,,,10.9,76.13,12.9,48.7,21.4,8.63,0,18.8,2.39,1,0,0,0,0,0,0,0,Moderate
6039000509,6374,Madera ,93636,Unincorporated Madera County area,25.3,5.07,50.67,5.17,14.9,11,6.9,12,4.99,8.5,90.7,22.8,68.96,19.75,11.1,72.28,16.5,31.9,55.4,0.86,4.38,4.75,2.7,0,0,0,0,0,0,0,0,High
6037106646,3161,Los Angeles,91344,Los Angeles,29.6,5.93,52.54,5.05,13.5,9.5,7.6,15,5,4.7,72.3,10.8,0.76,0.09,9.24,68.68,22,28.4,44.3,4.97,0.13,18.7,3.45,1,0,0,0,0,0,0,0,High
6065050500,15912,Riverside ,92563,Murrieta,24.6,4.93,34.25,4.94,19.4,9.6,7.7,15,5,7.4,75.6,13.7,40.18,5.74,15.9,76.67,7.38,38.8,35.7,8.17,0.48,11.9,4.85,1,0,0,0,0,0,0,0,Very High
6059086305,4266,Orange ,92806,Anaheim,32.8,6.58,56.42,7.5,11.8,17,1.9,11,5,6.2,59.6,11.5,10.06,2.33,8.35,74.26,17.3,45.1,32.5,1.03,0,21.1,0.16,1,0,0,0,0,0,0,0,Moderate
6059021913,7435,Orange ,92869,Unincorporated Orange County area,25.3,5.07,32.73,4.41,11.4,23,4.6,21,5,9.7,34,7.68,0.2,0.04,12.2,76.52,11.2,62.9,23.9,0.15,0,12.2,0.77,1,0,0,0,0,0,0,0,Moderate
6071008601,6112,San Bernardino,92374,Mentone,25.5,5.11,50.62,4.39,19.5,11,6.3,12,5,8,81.9,23,10.45,2.32,12.4,78.17,9.41,40.3,42,3.89,0,7.41,6.27,1,0,0,0,0,0,0,0,Very High
6073010001,4991,San Diego,92154,San Diego,27.4,5.48,36.98,5.67,8.77,27,8.4,13,5,5,76.8,16.2,,,12.1,74.35,13.5,65.3,15.3,4.11,0.18,12.9,2.06,1,0,0,0,0,0,0,0,Mild
6067004011,3111,Sacramento ,95831,Sacramento,10.8,2.17,47.02,7.96,13.7,7.4,2.3,13,5,8.4,58.3,9.24,12.46,1.75,8.33,68.47,23.2,9.16,40.7,6.46,0.29,41,2.28,1,0,0,0,0,0,0,0,High
6099001900,4833,Stanislaus ,95354,Modesto,35.8,7.16,85.04,5.2,14.7,13,3.3,8.7,5.01,9.3,82.6,22.1,4.43,1.75,9.89,73.72,16.3,28.9,59,1.9,0.64,7.43,2.09,1,0,0,0,0,0,0,0,High
6067008132,3990,Sacramento ,95621,Citrus Heights,20.6,4.11,65.17,3.63,19,13,4.1,13,5.01,9.5,89.2,21.1,,,9.32,65.49,25.1,10.8,70.5,8.82,0.38,4.84,4.56,1,0,0,0,0,0,0,0,Very High
6001441923,6250,Alameda ,94538,Fremont,19.9,3.98,32.86,6.73,9.58,6.4,8.5,20,5.01,9.4,,,,,16.2,71.09,12.6,9.33,14.7,2.86,0.5,67.3,5.18,1,0,0,0,0,0,0,0,Moderate
6013303102,9625,Contra Costa,94513,Brentwood,26.1,5.22,54.35,4.66,14.6,10,5.7,13,5.01,6.2,73.6,12.4,31.57,5.34,15.2,75.09,9.63,26.5,45.1,9.72,0,14.1,4.47,1,0,0,0,0,0,0,0,High
6037139801,3488,Los Angeles,91356,Los Angeles,20.9,4.18,59.55,5.3,13.4,3.7,5.3,15,5.01,2.5,83.9,6.46,44.35,3.41,7.71,65.51,26.7,6.05,78.4,5.88,0,2.32,7.31,1,0,0,0,0,0,0,0,High
6001442301,5496,Alameda ,94538,Fremont,22.9,4.57,50.12,5.23,14.9,9.5,3.1,15,5.01,5.7,28.5,3.06,,,9.72,79.8,10.4,18.3,17.6,3.89,0.69,55.1,4.29,1,0,0,0,0,0,0,0,High
6083002210,6876,Santa Barbara,93454,Santa Maria,24.2,4.83,82.18,3.43,12.6,29,2.7,12,5.01,7.8,96.7,23.1,11.76,3.41,13.6,74.93,11.4,62.4,23.4,3.13,0,10.2,0.7,1,0,0,0,0,0,0,0,High
6037106641,2372,Los Angeles,91344,Los Angeles,19.5,3.9,52.54,5.31,13.5,9.4,4.5,16,5.01,2.7,100,14.9,100,14.97,11.7,67.54,20.7,8.39,66.8,0.25,0,19.1,5.31,1,0,0,0,0,0,0,0,High
6077004105,4762,San Joaquin,95242,Unincorporated San Joaquin County area,19.1,3.82,67.14,5.38,14.2,14,3.1,10,5.02,9,100,22.9,92.71,20.04,10.6,68.42,20.8,19.9,65.9,3.4,1.03,3.49,6.24,1,0,0,0,0,0,0,0,High
6095252706,4087,Solano ,94585,Unincorporated Solano County area,20.4,4.07,86.19,4.7,14.3,11,2.3,16,5.03,1.5,76.2,16.7,28.68,6.28,14.9,74.21,10.8,26.7,25.2,19.7,0,22.3,5.92,1,0,0,0,0,0,0,0,High
6013302008,8781,Contra Costa,94561,Oakley,24.2,4.81,70.81,4.59,17.7,11,3.7,12,5.03,9.9,100,28.1,99.99,28.19,20.8,71.6,7.56,40.5,34.6,10.7,0.83,7.43,5.77,1,0,0,0,0,0,0,0,Very High
6053000104,3878,Monterey ,93906,Salinas,20.2,4.02,62.46,5,12.1,21,6.7,10,5.04,7.3,38,9.15,0.06,0,10.2,78.37,11.4,73.2,13.2,3.84,0.08,3.84,5.72,1,0,0,0,0,0,0,0,Moderate
6073013504,3789,San Diego,91977,Spring Valley,12.9,2.56,53.87,5.13,10.9,4.1,8.8,18,5.04,9.5,100,24,100,24.01,7.28,78.28,14.4,28.1,38.8,11,0.18,13,8.81,1,0,0,0,0,0,0,0,Moderate
6065050400,10943,Riverside ,92562,Murrieta,18.3,3.64,33.72,5.53,19.4,12,7.4,9.2,5.04,7.5,70.5,11.8,10.43,1.36,18,73.58,8.32,37.4,46.5,2.66,0,8.79,4.6,1,0,0,0,0,0,0,0,Very High
6037500300,2973,Los Angeles,90601,Unincorporated Los Angeles County area,39.8,7.91,56.32,5.65,21.1,7.2,2,17,5.04,7.4,99.5,10.2,59.6,6.14,9.42,67.31,23.2,54.1,28.1,0,0,15.7,1.92,1,0,0,0,0,0,0,0,Very High
6059063906,6334,Orange ,92626,Costa Mesa,25.3,5.03,26.28,6.56,6.53,23,5.6,23,5.04,7.6,44.4,18.5,,,12.1,82,5.81,50.1,38.6,0.98,0,7.61,2.59,1,0,1,0,0,0,1,0,Mild
6047000702,5681,Merced ,95301,Unincorporated Merced County area,29.9,5.93,67.25,4.13,21.1,15,4.9,8.3,5.04,6.3,90.7,12.2,67.91,8.82,11.6,71.22,17.1,29.7,52.5,2.92,1.13,11.6,1.95,1,0,0,0,0,0,0,0,Very High
6059011401,2219,Orange ,92831,Fullerton,25.8,5.13,40.99,6.83,9.41,8.2,7.9,12,5.04,8.5,47.6,8.85,,,12.1,73.1,14.7,27.4,58,3.06,0,7.89,3.52,1,0,0,0,0,0,0,0,Mild
6037135113,3485,Los Angeles,91367,Los Angeles,26.6,5.28,38.86,5.6,15.3,5.9,4.3,20,5.04,4.8,79.7,14.4,,,13.6,73.66,12.7,18.7,47.7,4.65,0.34,22,6.57,1,0,0,0,0,0,0,0,High
6065042724,4054,Riverside ,92584,Menifee,14.1,2.81,41.75,4.88,16.7,10,13,12,5.04,4.3,83.7,15,12.53,2.25,16.1,75.48,8.41,41.3,41,6.71,0.27,7.15,3.4,1,0,0,0,0,0,0,0,High
6037408625,4214,Los Angeles,91745,Hacienda Heights,26.1,5.17,46.16,5.65,12.4,9.5,2.9,16,5.05,7.4,76.9,16.3,6.92,1.86,13.4,67.85,18.7,31.8,14.7,0,0.33,52.2,0.83,1,0,0,0,0,0,0,0,Moderate
6037551501,4596,Los Angeles,90242,Downey,37.3,7.39,41.57,3.97,16.8,16,6.3,14,5.05,6.6,59.5,18.2,,,8.9,78.55,12.5,66.2,18.3,6.48,0.54,7.48,0.96,1,0,0,0,0,0,0,0,Very High
6071007901,7394,San Bernardino,92346,Highland,20.1,3.99,53.88,6.05,17.2,6,4.5,10,5.05,7.8,81.6,10.1,51.61,6.95,11.9,71.48,16.5,33.2,44.5,7.36,0,11.9,2.98,1,0,0,0,0,0,0,0,Very High
6037297202,3786,Los Angeles,90731,Los Angeles,21.3,4.23,103.6,2.46,14.5,12,6.9,12,5.05,9.6,69.2,20.8,,,13.3,72.87,13.7,47.3,47.6,2.03,0,1.88,1.11,1,0,0,0,0,0,0,0,High
6099003907,7308,Stanislaus ,95382,Turlock,23.8,4.71,38.91,5.25,16.3,9.7,5.1,11,5.05,9.3,61,10.7,6.78,0.92,10.4,62.53,27,20.1,71.3,0.26,0,4.27,4.02,1,0,0,0,0,1,0,1,High
6037405400,4950,Los Angeles,91722,Vincent,27.2,5.39,43.76,6.15,11.4,26,5.1,10,5.05,4,100,18.6,79.8,14.76,9.92,74.16,15.9,75.6,12.4,1.76,0,8.91,1.27,1,0,0,0,0,0,0,0,Moderate
6067009330,4040,Sacramento ,95829,Vineyard,11.8,2.34,48.08,5.91,17,11,0,14,5.06,4.7,100,9.69,100,9.69,9.53,78.12,12.3,14.3,36.1,7.15,0,32.6,9.75,1,0,0,0,0,0,0,0,Very High
6059011712,4734,Orange ,92870,Placentia,28.7,5.68,36.61,4.44,12.7,13,9,18,5.06,9.2,63.8,14.9,,,7.08,81.52,11.4,53.7,24.6,0.36,0,16.3,4.94,1,0,0,0,0,0,0,0,High
6059110304,4966,Orange ,90620,Buena Park,25.9,5.13,39.12,5.02,13.2,10,6.9,17,5.06,3.6,8.45,1.59,,,10.4,74.69,14.9,27,38.9,2.68,0,30.6,0.68,1,0,0,0,0,0,0,0,High
6037406402,2043,Los Angeles,91791,West Covina,23.9,4.73,45.89,5.36,14.1,9,6.9,NA,5.07,0.9,77.2,6.36,,,10.6,65.05,24.3,53.5,30.1,1.76,0,9.1,5.48,1,0,0,0,0,0,0,0,High
6001441602,8113,Alameda ,94536,Fremont,24,4.74,43.73,6.88,12.6,12,1.3,12,5.07,3.9,58.6,13.4,,,13.6,71.38,15,17.7,21.7,1.77,0,57.2,1.45,1,0,0,0,0,0,0,0,High
6037551201,3272,Los Angeles,90242,Downey,25.4,5.02,42.47,2.66,17.2,14,3.7,23,5.07,6.1,,,,,7.12,76.74,16.1,74.9,13.1,4.52,0,7.43,0,1,0,0,0,0,0,0,0,Very High
6065044924,3998,Riverside ,92234,Cathedral City,12,2.37,42.89,2.63,14.8,14,4.6,22,5.07,9.5,96.8,30.9,2.65,0.77,11.4,79.69,8.88,61.4,27.6,0.8,0,8.91,1.23,1,0,0,0,0,0,0,0,High
6037408631,5214,Los Angeles,91745,Hacienda Heights,40.6,8.01,46.16,3.08,12.4,19,4.9,20,5.07,8.3,81.9,24.2,1.26,0.23,10.1,76.68,13.1,58.7,8.4,0.15,0,31.6,1,1,0,0,0,0,0,0,0,Moderate
6059110110,5809,Orange ,90630,Cypress,28.1,5.54,34.09,5.58,11.3,15,4.8,16,5.07,6.1,15.7,3.75,,,11.9,75.83,12.2,33.8,28.2,2.24,0,31.4,4.11,1,0,0,0,0,0,0,0,Moderate
6077005114,10238,San Joaquin,95337,Manteca,38.3,7.55,77.3,4.07,21.1,10,4.4,10,5.07,6.5,92.2,18.7,25.85,3.68,18.2,75.14,6.6,34.7,30.1,6.73,1.81,19.5,7.02,1,0,0,0,0,0,0,0,Very High
6013355111,6218,Contra Costa,94531,Antioch,14.3,2.83,105.5,3.88,17.3,10,5.7,12,5.07,4.5,81.9,11,15.19,1.83,13.5,75.28,11.1,31.3,30.7,20.3,0,12.2,5.28,1,0,0,0,0,0,0,0,Very High
6111000702,3240,Ventura ,93060,Santa Paula,19.5,3.86,45.4,3.46,13.5,20,7.5,19,5.08,8.1,12.8,2.94,,,15.4,72.04,12.5,82.6,14.2,0.15,0,0.59,2.38,1,0,0,0,0,0,1,0,High
6017031200,5138,El Dorado,95667,Unincorporated El Dorado County area,21.3,4.21,49.36,7.23,10.2,6.2,5.7,18,5.08,6.7,57,13,17.3,3.84,9.83,66.08,24,15.4,78.4,1.83,0,2.86,1.48,1,0,0,0,0,1,0,1,Moderate
6079010202,5178,San Luis Obispo,93446,Unincorporated San Luis Obispo County area,18.8,3.71,45.34,6.14,9.19,15,5.4,12,5.08,9.4,87.6,24.6,22.95,6.55,10.4,67.83,21.6,35.4,60.6,1.04,0.04,1.27,1.58,1,0,0,0,0,0,0,0,Mild
6075033100,3895,San Francisco,94132,San Francisco,18.6,3.67,38.07,6.82,9.89,6.1,4.3,23,5.08,6.2,24.8,4.5,,,9.83,65.8,24.3,4.24,37.2,0.44,0,51.1,6.88,1,0,0,0,0,0,0,0,Moderate
6005000500,3152,Amador ,95642,Unincorporated Amador County area,26.5,5.23,106.1,4.52,18.6,4.7,4.4,13,5.08,6.9,48,12.3,38.17,9.84,8.72,64.69,26.5,14.1,77.5,0.16,0,4.61,3.52,0,0,0,0,0,0,0,0,Very High
6013378000,3327,Contra Costa,94801,Richmond,37.6,7.39,129.2,5.77,14.4,5.3,1.4,12,5.09,6.5,100,12.2,92.65,11.31,6.64,66.94,26.4,18.4,68,3.94,0,5.77,3.79,1,0,0,0,0,1,0,1,High
6085503509,4449,Santa Clara,95127,San Jose,14.2,2.79,37.64,4.56,9.8,31,6.6,19,5.09,5,100,26.9,57.38,14.25,14.8,75.5,9.67,60.6,5.69,1.57,0,30.5,1.51,1,1,1,1,0,0,1,0,Moderate
6065046103,3532,Riverside ,92225,Blythe,17.3,3.41,75.75,3.08,25.7,12,4.2,8.6,5.09,9,99.8,18.9,39.17,7.32,16.3,71.35,12.2,52.1,40,1.19,0,4.76,1.87,1,0,0,0,0,0,0,0,Very High
6081601100,6406,San Mateo,94015,Daly City,20.7,4.07,56.1,6.88,14.1,10,2.6,9.3,5.09,5.3,15.9,1.67,,,12.9,69.84,17.1,13.7,16.2,5.51,0.16,60.3,4,1,0,0,0,0,0,0,0,High
6067009331,7545,Sacramento ,95624,Elk Grove,15.3,3.02,42.72,5.59,17.6,7.9,5.9,9.3,5.09,6,49.2,7.08,0.57,0.05,13.5,77.91,8.52,12.4,34.9,10.6,0.33,36.1,5.57,1,0,0,0,0,0,0,0,Very High
6065050900,4682,Riverside ,92507,Riverside,28.3,5.56,61.6,4.21,17.8,5.6,5,13,5.1,8.2,99.9,27.9,76.85,21.02,12,80.99,7.01,30.2,39,7.75,2.16,13.6,7.26,1,0,0,0,0,0,0,0,Very High
6065049100,5339,Riverside ,92201,Indio,13.8,2.71,56.7,4.35,16.1,9.1,3.4,7.4,5.1,10,88.1,21.8,24.38,4.87,6.44,54.19,39.3,38.1,56,3.47,0,1.91,0.45,1,0,0,0,0,1,0,1,High
6059001506,4286,Orange ,92821,Unincorporated Orange County area,36.1,7.08,34.74,5.76,12.7,7.1,5.4,26,5.1,7.7,27.2,3.94,0.58,0.08,12.6,64.19,23.1,27.4,43.3,1.03,0,26.9,1.21,1,0,0,0,0,0,0,0,High
6037550800,7403,Los Angeles,90241,Downey,40.8,8,38.85,4.12,16,21,6.6,11,5.1,4.8,24.4,4.29,,,12.3,72.21,15.4,79,13.2,0.74,0,5.92,1.09,1,0,0,0,0,0,0,0,High
